"carat","cut","color","clarity","depth","table","price","x","y","z"
0.32,"Premium","G","VS2",61.2,59,561,4.38,4.41,2.69
0.5,"Premium","G","VVS1",61,60,1966,5.08,5.12,3.11
0.52,"Very Good","E","SI2",62.4,59,1175,5.13,5.16,3.21
0.45,"Very Good","G","VS1",60,57.1,1154,4.99,5.03,3
0.92,"Premium","I","VS1",61.4,58,3725,6.23,6.27,3.84
0.5,"Ideal","D","SI2",61,57,1250,5.15,5.12,3.13
0.5,"Good","F","VS2",63.3,58,1436,4.98,5.03,3.17
1.2,"Very Good","G","VVS1",63.3,59,8928,6.72,6.64,4.23
0.92,"Ideal","G","SI1",62.6,56,4173,6.21,6.19,3.88
0.4,"Ideal","G","SI2",61.8,56,654,4.75,4.77,2.94
1.63,"Good","F","SI1",57.7,60,10901,7.71,7.79,4.47
0.32,"Ideal","E","VS2",62.1,56,702,4.4,4.43,2.74
0.36,"Ideal","E","VS2",62.1,55,789,4.54,4.58,2.83
1.06,"Premium","H","VS2",61.1,59,5152,6.58,6.51,4
0.5,"Very Good","H","VS1",63,56,1410,5.02,5.05,3.17
0.65,"Ideal","J","SI1",62.1,54,1214,5.56,5.59,3.46
0.61,"Very Good","F","VS2",59.6,61,1971,5.5,5.58,3.3
2.35,"Premium","H","SI1",62.6,60,17999,8.42,8.38,5.26
0.63,"Ideal","F","SI1",62.6,56,1698,5.53,5.49,3.45
0.36,"Premium","I","VS2",61.6,58,648,4.57,4.52,2.8
1.1,"Ideal","G","VS2",62,56,6534,6.6,6.68,4.12
0.31,"Very Good","F","SI1",63.2,56,663,4.31,4.27,2.71
0.37,"Ideal","G","SI1",61.9,55,586,4.62,4.66,2.87
0.91,"Premium","H","VS2",61.8,60,4313,6.18,6.22,3.83
0.58,"Ideal","G","VS2",61.1,55,1641,5.45,5.42,3.32
0.56,"Ideal","D","VS2",61.5,57,2066,5.33,5.28,3.26
1,"Very Good","E","SI1",63.7,55,5413,6.35,6.4,4.06
0.3,"Ideal","E","VS2",62.4,57,844,4.33,4.29,2.69
1,"Very Good","G","VVS1",60.7,58,7945,6.46,6.53,3.94
0.32,"Ideal","E","VVS1",61.9,55,1020,4.41,4.38,2.72
0.25,"Ideal","G","IF",61.7,56,624,4.04,4.1,2.51
1.68,"Ideal","G","VS2",62.5,54,15740,7.61,7.64,4.76
2.18,"Very Good","I","SI2",63.3,58,12220,8.22,8.18,5.19
1.12,"Very Good","I","VS2",62.9,55.9,5249,6.59,6.62,4.16
1,"Premium","E","SI1",60.7,59,5544,6.41,6.38,3.88
0.32,"Very Good","H","SI1",63.4,55,591,4.38,4.36,2.77
1.51,"Ideal","G","VS2",60.9,57,13752,7.39,7.46,4.52
0.52,"Very Good","E","SI1",63.3,57,1279,5.11,5.13,3.24
1.26,"Premium","F","SI1",62.3,58,6915,6.89,6.84,4.28
0.5,"Ideal","E","VS2",61.3,55,1695,5.13,5.15,3.15
0.55,"Ideal","D","SI1",60.6,56,1692,5.27,5.32,3.21
0.7,"Ideal","I","SI1",62.8,56,2287,5.64,5.67,3.55
0.54,"Very Good","D","SI1",62.9,57,1662,5.17,5.22,3.27
1.05,"Ideal","E","VS1",62.6,57,7762,6.5,6.44,4.05
0.5,"Fair","G","VVS2",66.1,62,1659,4.92,4.88,3.24
0.33,"Ideal","G","IF",62.7,56,861,4.39,4.44,2.77
1.02,"Ideal","G","SI2",62.3,56,3204,6.39,6.35,3.97
1.01,"Premium","H","SI1",62.4,60,4836,6.36,6.33,3.96
1,"Very Good","F","SI1",63.1,56,4474,6.36,6.34,4.01
0.7,"Ideal","I","SI2",62.1,57,2079,5.66,5.71,3.53
2.16,"Ideal","G","SI2",62.5,54.2,18001,8.23,8.27,5.16
1.5,"Premium","I","VS2",62.3,58,8820,7.31,7.26,4.54
0.34,"Ideal","D","VS1",60.7,57,961,4.55,4.51,2.75
0.4,"Ideal","J","VVS2",62.5,53,662,4.74,4.79,2.98
0.92,"Fair","I","VS2",64.4,58,3033,6.13,6.1,3.94
0.34,"Ideal","G","VVS1",61.9,54,863,4.49,4.52,2.79
1.04,"Ideal","H","SI2",61.7,57,4543,6.54,6.49,4.02
0.32,"Good","E","SI1",63.1,54,524,4.37,4.41,2.77
0.54,"Ideal","F","SI1",60.5,57,1385,5.25,5.27,3.18
1.03,"Ideal","G","SI1",61.1,57,5241,6.58,6.54,4.01
1.51,"Good","E","SI2",63.1,58,9343,7.28,7.31,4.6
0.31,"Ideal","F","VS2",62.3,55,625,4.35,4.38,2.72
0.32,"Very Good","G","VS2",59.9,59,548,4.46,4.48,2.67
0.54,"Good","F","SI1",63.3,56,1292,5.21,5.24,3.31
0.3,"Premium","D","SI1",61.7,59,552,4.28,4.31,2.65
0.3,"Premium","E","SI2",61.7,61,540,4.33,4.29,2.66
1.31,"Ideal","G","VS1",62.2,56,10071,7.05,7.01,4.37
0.38,"Ideal","E","VVS2",59.9,61,1008,4.71,4.74,2.83
0.71,"Ideal","I","VS2",62.3,59,2233,5.68,5.71,3.55
1.51,"Premium","F","SI1",62,57,8033,7.36,7.28,4.54
0.78,"Very Good","I","VVS2",61.4,56,2816,5.91,5.95,3.64
0.31,"Ideal","G","VS1",61.5,54,658,4.39,4.43,2.71
0.51,"Good","G","VVS2",63.7,54,1895,5.1,5.08,3.24
1.01,"Ideal","F","IF",62,58,10688,6.41,6.46,3.99
0.42,"Premium","D","SI2",60.1,58,898,4.88,4.83,2.92
0.41,"Ideal","F","VS1",62.5,57,1007,4.75,4.76,2.97
0.51,"Ideal","D","SI1",62.9,57,1574,5.12,5.09,3.21
0.35,"Very Good","E","VVS1",63,59,835,4.44,4.48,2.81
0.82,"Premium","J","SI1",62.2,58,2083,5.98,5.94,3.71
0.53,"Ideal","G","VVS2",62.3,54,1797,5.18,5.2,3.24
0.35,"Ideal","D","SI1",61.6,56,827,4.53,4.49,2.78
0.73,"Ideal","G","VS1",60.2,56,3273,5.86,5.9,3.54
1,"Premium","H","SI2",58.6,59,4088,6.57,6.5,3.83
0.34,"Premium","E","SI2",62.4,59,612,4.46,4.42,2.77
0.5,"Premium","E","VS2",60.5,60,1699,5.13,5.09,3.09
0.3,"Premium","F","VS2",62.5,58,776,4.32,4.29,2.69
1.01,"Good","H","VS2",59.6,64,4909,6.53,6.45,3.87
0.52,"Premium","E","VVS2",60.1,59,2467,5.27,5.22,3.15
1.01,"Very Good","E","SI1",62.9,58,5499,6.35,6.41,4.01
0.53,"Ideal","F","VS2",61.6,56,2290,5.26,5.23,3.23
0.72,"Very Good","G","VS1",63.5,55,2422,5.75,5.68,3.63
0.35,"Good","G","SI1",63.8,54,669,4.48,4.46,2.85
1.16,"Ideal","I","VS2",60.8,56,5587,6.85,6.81,4.15
1.01,"Very Good","E","VS2",63.1,60,6335,6.3,6.26,3.96
0.7,"Very Good","E","SI2",63.5,54,2310,5.69,5.64,3.6
1.73,"Ideal","F","VS1",62.1,57,16131,7.73,7.64,4.77
1,"Very Good","H","SI2",61.7,55,4316,6.4,6.46,3.97
1.14,"Ideal","F","VS1",61.1,55,8953,6.74,6.78,4.13
0.32,"Premium","E","SI1",60.2,60,720,4.44,4.39,2.66
1.3,"Ideal","D","SI1",61.8,56,9242,6.93,6.96,4.29
1,"Very Good","G","SI1",61,56.7,5522,6.44,6.47,3.94
1.11,"Ideal","F","VS2",61.9,55,7823,6.62,6.66,4.11
0.36,"Premium","F","VS1",61.8,58,1080,4.56,4.53,2.81
0.39,"Fair","E","VS2",65.4,57,1049,4.61,4.54,2.99
0.36,"Ideal","D","VS1",61.7,55,1131,4.58,4.6,2.83
1.2,"Ideal","G","VVS1",61.2,56,9744,6.89,6.86,4.21
1.03,"Very Good","D","SI2",60.9,57,4545,6.53,6.55,3.98
1.25,"Ideal","I","SI2",61.4,55,5395,6.92,6.99,4.27
1.13,"Premium","H","SI1",62.1,58,4689,6.7,6.66,4.15
0.45,"Ideal","D","SI1",60.6,55,1027,4.99,4.97,3.02
1.02,"Fair","E","VS2",66.6,57,5350,6.09,6.14,4.07
0.9,"Premium","E","SI2",63,57,3084,6.08,6.05,3.82
0.51,"Very Good","I","SI1",63.5,55,1068,5.07,5.11,3.23
0.59,"Very Good","F","IF",59.9,63,2632,5.44,5.47,3.27
0.4,"Premium","D","VS1",62.1,58,1200,4.73,4.7,2.93
1.52,"Ideal","J","VVS2",62.6,58,9541,7.32,7.34,4.59
0.57,"Ideal","E","VS2",61.3,57,2319,5.38,5.29,3.27
1.5,"Premium","E","VS2",59.4,62,12587,7.48,7.4,4.42
1.04,"Very Good","D","VS1",60.8,58,6915,6.5,6.53,3.96
0.73,"Ideal","E","SI1",61.6,57,2707,5.81,5.78,3.57
2.04,"Premium","G","I1",62.4,58,9905,8.17,8.08,5.07
1.22,"Ideal","H","SI2",62.3,57,6398,6.84,6.89,4.28
0.4,"Premium","F","SI1",62.5,59,737,4.67,4.71,2.93
0.31,"Ideal","E","VS2",60.9,57,872,4.36,4.34,2.65
0.9,"Premium","H","VS1",60.2,58,4234,6.32,6.28,3.79
0.32,"Ideal","D","VS2",61.9,55,972,4.44,4.41,2.74
0.31,"Ideal","F","VVS1",61.1,55,840,4.38,4.39,2.68
0.52,"Ideal","G","VVS2",61.3,56,1897,5.18,5.2,3.18
0.7,"Ideal","F","VS2",62.8,56,2573,5.7,5.67,3.57
1.27,"Ideal","J","VS2",61.5,57,5442,6.93,6.98,4.28
0.34,"Ideal","D","SI1",62.3,57,803,4.48,4.44,2.78
2.26,"Good","I","SI2",56.9,60,16241,8.73,8.66,4.95
0.53,"Ideal","G","VVS2",62.5,54,1818,5.19,5.21,3.25
1.01,"Ideal","G","VS1",62.4,56,6794,6.44,6.39,4
0.53,"Ideal","E","VS2",60,57,1721,5.24,5.3,3.16
2.13,"Ideal","J","VS2",62.1,55,15258,8.23,8.29,5.13
2.01,"Very Good","H","SI2",63.4,58,12617,8.01,7.94,5.06
0.8,"Very Good","E","VVS2",62.8,57,4893,5.93,5.95,3.73
1.21,"Very Good","E","SI1",62.2,60,7703,6.78,6.76,4.21
0.32,"Ideal","H","VS1",62.1,55,672,4.4,4.39,2.73
0.64,"Premium","D","SI2",62.8,54,1751,5.52,5.5,3.46
0.31,"Good","I","SI1",64.3,55,488,4.29,4.27,2.75
1.15,"Premium","G","SI2",62.2,60,4985,6.69,6.66,4.15
0.43,"Ideal","E","VS2",61.6,54,1053,4.9,4.88,3.01
0.38,"Premium","J","VS2",60.5,60,727,4.68,4.64,2.82
1.02,"Premium","F","SI1",60.1,60,5686,6.58,6.53,3.94
0.74,"Ideal","E","SI2",62.2,56,2761,5.8,5.84,3.62
1.52,"Premium","F","VS2",60.5,58,13389,7.49,7.53,4.54
1.5,"Premium","J","SI1",61.7,59,7258,7.36,7.32,4.53
1.26,"Ideal","G","VVS2",60.9,57,10886,6.98,7.01,4.26
1.71,"Very Good","H","VS1",63.5,59,9974,7.59,7.52,4.8
1.71,"Premium","H","VS1",58.1,62,11161,8.02,7.84,4.61
1.1,"Ideal","H","SI2",61.9,56,4250,6.65,6.63,4.11
1.51,"Good","H","SI1",61.8,62,9681,7.25,7.29,4.49
0.71,"Premium","E","SI1",60.1,60,2552,5.78,5.73,3.45
0.7,"Very Good","F","VS1",60,57,2767,5.8,5.87,3.5
0.3,"Ideal","G","VS2",61.2,55,545,4.35,4.38,2.67
1.12,"Premium","D","SI2",60.5,59,5233,6.72,6.76,4.08
0.56,"Ideal","H","VS1",61.6,56,1949,5.31,5.34,3.28
1.07,"Premium","E","SI2",61.3,59,4943,6.58,6.64,4.05
0.7,"Ideal","D","VS2",61.5,56,3129,5.7,5.74,3.52
0.3,"Ideal","H","IF",61.5,58,764,4.28,4.3,2.64
1.26,"Ideal","I","SI2",62,56,5363,7,6.94,4.32
0.53,"Premium","D","VS2",60.4,58,1857,5.23,5.26,3.17
0.41,"Very Good","G","VVS1",60,59,1151,4.83,4.84,2.9
0.5,"Premium","D","VS2",61.3,61,1980,5.1,5.04,3.11
0.31,"Very Good","F","VS2",63,57,583,4.27,4.33,2.71
0.33,"Premium","D","SI2",62.1,58,631,4.43,4.4,2.74
0.52,"Ideal","G","VS2",62,55,2255,5.16,5.19,3.21
1.7,"Premium","H","VVS2",61.4,58,10337,7.66,7.62,4.69
0.9,"Very Good","E","VS2",63,57,4643,6.07,6.15,3.85
0.55,"Ideal","F","VS1",61,55,1857,5.29,5.33,3.24
1.03,"Premium","H","VS2",61.8,58,5722,6.48,6.43,3.99
0.35,"Ideal","J","IF",61.8,55,569,4.54,4.56,2.81
0.54,"Premium","D","SI1",58.3,61,1770,5.38,5.32,3.12
1.05,"Ideal","G","VS1",62,56,6936,6.47,6.53,4.03
0.32,"Premium","E","SI1",61.9,59,720,4.39,4.36,2.71
0.72,"Premium","G","SI2",60.6,61,1588,5.83,5.75,3.51
